Brand Name,Only:Accessory/Outerwear/Swimwear/Formalwear/Showroom,Boys,Girls,Address,Website,Logo Link (PNG),Origination Date,Blurb,Organic Y/M/N,Made in the USA Y/N,Low Size,High Size,Twitter,Insta,Facebook,Pinterest,Price Level (1-5),Pop,Techno/Funk,Indie,Hip Hop,Jazz,Lullaby,Jock Jams,Still in Business?,Internal ,Point of Contact,Contact Info
Sonia rykiel Paris (FR),,,,,https://www.soniarykiel.com/en_us/,,,,,,,,https://twitter.com/soniarykiel,https://www.instagram.com/soniarykiel/,https://www.facebook.com/SONIARYKIEL,cannot find,,,,,,,,,,,,
sonny james,,,,,https://www.shopsonnyjames.com,,,,,,,,cannot find,https://www.instagram.com/shopsonnyjames/,https://www.facebook.com/shopsonnyjames,cannot find,,,,,,,,,,,,
SOOKI Baby,,,,,http://www.sookibaby.com.au/,,,,,,,,https://twitter.com/SOOKIbaby,http://instagram.com/sookibabykid_,http://www.facebook.com/www.tinytribe.com.au,http://pinterest.com/SOOKIbabyByDD/,,,,,,,,,,,,
Sophie & Lucas</div>,,,,,https://www.facebook.com/sophieandlucas/,,,,,,,,cannot find,cannot find,https://www.facebook.com/,cannot find,,,,,,,,,,,,
Sophie Catalou,,,,,http://www.sophiecatalou.com,,,,,,,,https://twitter.com/sophiecatalou?lang=en,https://www.instagram.com/sophiecatalou/,https://www.facebook.com/sophiecatalou/,https://www.pinterest.com/sophiecatalou/,,,,,,,,,,,,
Sophie la Giraffe by Kissy Kissy</div>,,,,,https://www.kissykissyonline.com/,,,,,,,,https://twitter.com/KissyKissyBrand,http://www.instagram.com/kissykissybaby,http://facebook.com/kissykissybaby,http://www.pinterest.com/kissykissybaby,,,,,,,,,,,,
Sorel,,,,,https://www.sorel.com/kids/,,,,,,,,https://twitter.com/sorelfootwear,http://instagram.com/sorelfootwear,https://www.facebook.com/Sorel,http://www.pinterest.com/sorelfootwear/,,,,,,,,,,,,
soulsmania,,,,,www. soulsmania.com,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Souris Mini,,,,,http://www.sourismini.com,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Space Kiddets,,,,,http://www.spacekiddets.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Sparkle by Stoopher</div>,,,,,http://www.sparklebystoopher.com/,,,,,,,,cannot find,https://www.instagram.com/sparklebystoopher/,https://www.facebook.com/sparklebystoopher/,cannot find,,,,,,,,,,,,
Sparkle Sisters by Couture Clips</div>,,,,,https://www.coutureclipsboutique.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Special O</div>,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Spiritual Gangster,,,,,https://www.spiritualgangster.com/collections/kids/,,,,,,,,https://twitter.com/sgangster,cannot find,https://www.facebook.com/SpiritualGang/,https://www.pinterest.com/spiritualg/,,,,,,,,,,,,
splash about,,,,,www. splashabout.jp,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Splendid/Ella Moss</div>,,,,,http://www.splendid.com/kids,,,,,,,,http://twitter.com/splendidla,http://instagram.com/splendidla,https://www.facebook.com/SplendidBrand/,http://pinterest.com/splendidla,,,,,,,,,,,,
Spoiled Me</div>,,,,,https://spoiledme.com/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
sproet and sprout,,,,,www. sproet-sprout.com,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sprout SF,,,,,http://www.sproutsanfrancisco.com/,,,,,,,,http://twitter.com/,https://instagram.com/sproutsanfrancisco/,https://www.facebook.com/SproutSanFrancisco,http://pinterest.com/sproutsf/,,,,,,,,,,,,
ST Berts,,,,,https://stberts.com/,,,,,,,,https://twitter.com/St_Berts,https://instagram.com/stberts/,http://www.facebook.com/stbertsclothing,http://pinterest.com/stberts/,,,,,,,,,,,,
stample,,,,,www. www.aragin.jp,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Standard</div>,,,,,http://www.standardapparel.ca/,,,,,,,,https://twitter.com/standardapparel,http://instagram.com/standardappareltoronto,https://www.facebook.com/FredPerryToronto/,cannot find,,,,,,,,,,,,
Star Child,,,,,http://www.star-child.co.uk,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Starfish Swim/Oxygen Swim</div>,,,,,http://oxygenswim.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Start-rite,,,,,http://www.startriteshoes.com/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
State Bags (Accessories),,,,,https://www.statebags.com/,,,,,,,,https://twitter.com/statebags,https://instagram.com/statebags,https://www.facebook.com/StateBags,http://www.pinterest.com/statebags/,,,,,,,,,,,,
stay little,,,,,www. staylittle.es,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Stefania,,,,,http://www.stefaniapinyagina.com/,,,,,,,,cannot find,https://www.instagram.com/stefania_official__/,https://www.facebook.com/StefaniaPinyaginaEu/,cannot find,,,,,,,,,,,,
steiff (GER),,,,,http://www.steiffusa.com/,,,,,,,,http://twitter.com/steiffonline,https://instagram.com/steiffusa,https://www.facebook.com/steiffusa,http://pinterest.com/steiffusa,,,,,,,,,,,,
Stella Cove,,,,,https://stellacove.com/pages/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Stella Jeans,,,,,https://www.stellajean.it/kids-fall-winter-15-lookbook/,,,,,,,,https://twitter.com/stellajeanltd,http://instagram.com/stellajeanltd,https://www.facebook.com/StellaJeanLtd,http://www.pinterest.com/stellajeanltd/,,,,,,,,,,,,
Stella McCartney,,,,,http://www.stellamccartney.com/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Step2wo London,,,,,https://www.step2wo.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Sterntaler,,,,,https://www.sterntaler.com,,,,,,,,cannot find,cannot find,https://www.facebook.com/sterntalergmbh/,cannot find,,,,,,,,,,,,
Steve Madden Kids (Shoes),,,,,https://www.stevemadden.com/category/KIDS/4283.uts,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Stok Denim,,,,,https://www.stokdenim.com.au/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Stone Island Jr,,,,,https://www.stoneisland.com,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Stoney Clover Lane</div>,,,,,https://www.stoneycloverlane.com/,,,,,,,,https://twitter.com/stoneyclover,http://instagram.com/stoneyclover,http://www.facebook.com/STONEYCLOVER/?fref=ts,cannot find,,,,,,,,,,,,
store,,,,,www. storestore.net,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sttarwish Designs Dubai</div>,,,,,https://sttarwish.com/,,,,,,,,https://twitter.com/sttarwish,https://www.instagram.com/sttarwish/,https://www.facebook.com/sttarwish/,cannot find,,,,,,,,,,,,
STUART WEITZMAN KIDS (Shoes),,,,,https://www.stuartweitzman.com/shop-by-department/baby/baby/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Studio AJ Showroom</div>,,,,,https://www.studioajshowroom.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Studio Noa,,,,,https://www.studio-noa.co.il/aboutstudionoa,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Sub_Urban Riot</div>,,,,,http://www.suburbanriot.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Sublime Designs</div>,,,,,https://sublimedesigns.weeones.com/,,,,,,,,http://twitter.com/_sublimedesigns,https://www.instagram.com/sublimedesigns_ltd/,https://www.facebook.com/sublimedesignsltd/,https://www.pinterest.com/sublimedesigns/,,,,,,,,,,,,
Submarine Kids,,,,,https://www.shopsubmarineswim.com/,,,,,,,,https://twitter.com/submarine_swim,cannot find,https://www.facebook.com/SubmarineSwim/,https://www.pinterest.com/submarine_swim/,,,,,,,,,,,,
Sugar Plum NY</div>,,,,,https://sugarplumfashions.com/#home,,,,,,,,cannot find,https://www.instagram.com/sugarplumny/,https://www.facebook.com/sugarplumfashions,cannot find,,,,,,,,,,,,
Suidiatic,,,,,http://www.suindiatic.es/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sun Pop Life</div>,,,,,https://sunpoplife.com/,,,,,,,,cannot find,http://instagram.com/sunpoplife,https://www.facebook.com/SunPopLife/,https://www.pinterest.com/sunpoplife/,,,,,,,,,,,,
sunao,,,,,https://knockout-sumisen.amebaownd.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Sunchild,,,,,www. sunchild.fr,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sundek,,,,,http://www.shopsundek.com/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sunuva ,,,,,http://www.sunuva.com/,,,,,,,,https://twitter.com/sunuvatweets,https://instagram.com/sunuvaswimwear/,https://www.facebook.com/SunuvaSwimwearAndBeachwear,https://pinterest.com/sunuva/,,,,,,,,,,,,
super cute,,,,,www. supercutedress.com,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Super Trash Girls (UK),,,,,https://www.supertrash.com/,,,,,,,,https://twitter.com/ststudio_hq,https://www.instagram.com/supertrash.hq/,https://www.facebook.com/supertrash.hq/,cannot find,,,,,,,,,,,,
Superfit (Shoes),,,,,https://brand.superfit.at/en/superfit-the-brand,,,,,,,,cannot find,cannot find,https://www.facebook.com/superfit,https://www.pinterest.com/SuperfitShoes/,,,,,,,,,,,,
Superga Kids (Shoes),,,,,https://www.superga-usa.com/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Superism</div>,,,,,http://superism.co/,,,,,,,,https://twitter.com/superismco,https://www.instagram.com/superism/,http://www.facebook.com/superismco,cannot find,,,,,,,,,,,,
Surfit (Owned by Jakabel),,,,,https://www.jakabel.com/,,,,,,,,https://twitter.com/Jakabel_UV_Wear,cannot find,https://www.facebook.com/JakabelUVWear/,cannot find,,,,,,,,,,,,
Susanne Lively Designs</div>,,,,,http://www.susannelively.com/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Suzanne Ermann Enfant,,,,,https://suzanne-ermann.com/,,,,,,,,cannot find,https://www.instagram.com/suzanne_ermann/,https://www.facebook.com/Suzanne-Ermann-Paris-105495822845077,https://fr.pinterest.com/suzanneermann/,,,,,,,,,,,,
Suzette Collection</div>,,,,,http://www.suzettecollection.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Svaha,,,,,https://svahausa.com/,,,,,,,,https://twitter.com/svahausa,https://instagram.com/svahausa,https://www.facebook.com/svahausa,https://www.pinterest.com/svahausa,,,,,,,,,,,,
SwaddleDesigns,,,,,https://www.swaddledesigns.com/,,,,,,,,http://twitter.com/,http://www.instagram.com/swaddledesigns,http://www.facebook.com/pages/Swaddle-Designs/75007265931,http://pinterest.com/swaddledesigns/,,,,,,,,,,,,
Sways (Rainwear),,,,,https://www.sways.dk/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Sweeny (Out of Business?),,,,,https://www.facebook.com/bebesweeny/,,,,,,,,cannot find,cannot find,https://www.facebook.com/,cannot find,,,,,,,,,,,,
Sweet Girl Shop,,,,,https://www.sweetgirlshop.co,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
sweet home from wood (Nursery),,,,,www. baltsum.lv,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sweet Kids</div>,,,,,http://sweetkids.pt/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sweet Pants,,,,,https://sweet-pants.com/,,,,,,,,https://twitter.com/@sweetpants1982,https://www.instagram.com/sweetpants1982/,https://fr-fr.facebook.com/pages/Sweet-Pants/208764885898490,cannot find,,,,,,,,,,,,
Sweet Peanut,,,,,https://sweet-peanut.myshopify.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Sweet Threads (Boutique),,,,,https://shopsweetthreads.com/,,,,,,,,https://twitter.com/sweet_threads,https://www.instagram.com/shopsweetthreads/,https://www.facebook.com/shopsweetthreads/,cannot find,,,,,,,,,,,,
Sweet William ,,,,,https://sweetwilliamltd.com/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Sweeteen</div>,,,,,https://www.sweetees.us/collections/kids,,,,,,,,cannot find,https://www.instagram.com/sweetees_/,https://www.facebook.com/sweeteesforyou/?ref=bookmarks,https://www.pinterest.com/sweeteesapparel/,,,,,,,,,,,,
Sweetie Pie Collection</div>,,,,,http://www.sweetiepiecollection.com/,,,,,,,,https://twitter.com/SweetiePieColl,https://www.instagram.com/sweetiepiecollection/,https://www.facebook.com/Sweetiepiecollection/,https://www.pinterest.com/SweetiePieDress/,,,,,,,,,,,,
Synclaire Brands (Shoes),Yes,,,,https://www.synclaire.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
T2Love,,,,,http://www.t2love.com/,,,,,,,,cannot find,cannot find,https://www.facebook.com/pages/T2Love-Inc/706866192792007?ref=hl,cannot find,,,,,,,,,,,,
Tago,,,,,http://tago.ua/en/about-us/,,,,,,,,cannot find,http://instagram.com/tago_ua,http://www.facebook.com/tago.ua,cannot find,,,,,,,,,,,,
Tailgate Kids,,,,,https://www.ae.com/tailgate/tailgate/s-cms/8050004,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Tailor Vintage,,,,,http://tailorvintage.com/,,,,,,,,https://twitter.com/tailorvintage,https://instagram.com/tailorvintage/,https://www.facebook.com/tailorvintage,http://pinterest.com/tailorvintage/,,,,,,,,,,,,
Tallia Orange (Formal),,,,,http://www.talliaorange.com/,,,,,,,,https://twitter.com/talliaorange,https://instagram.com/tallia_orange/,https://www.facebook.com/talliaorange,cannot find,,,,,,,,,,,,
Tambere,,,,,http://www.tambere.co.kr,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Tane Organics,,,,,www. taneorganics.com,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Tao and Friends,,,,,http://taoandfriends.com/,,,,,,,,cannot find,https://www.instagram.com/explore/tags/taoandfriends/,https://www.facebook.com/taoandfriends2015/,cannot find,,,,,,,,,,,,
tarantela ,,,,,www. tarantela.es,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Target Dry (Outerwear),,,,,https://www.targetdry.com/collections/all-kids,,,,,,,,https://twitter.com/targetdry,cannot find,https://www.facebook.com/targetdryltd,https://uk.pinterest.com/targetdry/,,,,,,,,,,,,
TaRoo Too (NY),,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Tartine et Chocolat,,,,,http://www.tartine-et-chocolat.fr/,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,Website security warning,,
Tea Collection,,Yes,Yes,"Tea Collection, 1 Arkansas Street, Studio B, San Francisco, CA 94107",http://www.teacollection.com/,,2002,"FOR LITTLE CITIZENS OF THE WORLD™, globally inspired children’s clothing.",Yes,No,Newborn,Adult,https://twitter.com/teacollection,https://www.instagram.com/tea_collection/,https://www.facebook.com/teacollection,https://www.pinterest.com/teacollection/,$,Yes,Yes,No,No,No,Yes,No,Yes,Mostly graphic clothing.,,service@teacollection.com
Tealbee</div>,,Yes,Yes,,https://www.tealbee.com/,,,Softest bamboo and GOTS organic cotton sleepwear for babies and toddlers.,Yes,No,1 Year,3 Year,cannot find,http://instagram.com/TEALBEEBABY,http://www.facebook.com/tealbeebaby,http://www.pinterest.com/tealbeebaby,$,No,No,No,No,No,Yes,No,Yes,Baby Onesies,,contact@tealbee.com
Tenson,Yes,,,,https://tenson.com/,,1951,Swedish clothing company with its roots from the west coast. We make high quality lifestyle and outdoor apparel.,Yes,No,2 Year,Adult,cannot find,https://www.instagram.com/tenson1951,https://www.facebook.com/Tenson1951,cannot find,,,,,,,,,,Winter wear,,
Terez,,No,Yes,,https://www.terez.com/,,,,,,,,https://www.twitter.com/terez,https://www.instagram.com/terez,https://www.facebook.com/TerezNYC,https://www.pinterest.com/TerezNYC,,,,,,,,,,Focussed on leggings for women,,
Term Footwear,Yes,,,,http://termfootwear.com/,,,,,,,,https://twitter.com/termfootwear,https://www.instagram.com/termfootwear/,http://Www.facebook.com/termfootwear,cannot find,,,,,,,,,,Footwear,,
TF Laurence,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the animals observatory,,Yes,Yes,,https://www.theanimalsobservatory.com/,,,,No,No,6 Month,12 Year,https://twitter.com/TheAnimalsObs,https://instagram.com/theanimalsobservatory,https://facebook.com/TheAnimalsObservatory,cannot find,$$,Yes,Yes,No,No,Yes,Yes,No,Yes,Stuff for sale. Terribly optimized website.,,
The Beaufort Bonnet Company</div>,,Yes,Yes,,https://www.thebeaufortbonnetcompany.com/,,,Upscale items for babies born with a refined sense of style.,Maybe,No,Newborn,8 Year,https://twitter.com/BeaufortBonnets,https://www.instagram.com/thebeaufortbonnetcompany/,https://www.facebook.com/TheBeaufortBonnetCompany,https://www.pinterest.com/beaufortbonnet/the-beaufort-bonnet-co/,$$,Yes,No,No,No,Yes,Yes,No,Yes,Stuff for Sale,,email: info@thebeaufortbonnetcompany.com / phone: 859-317-8270
The Blueberry Hill,Yes,,,,https://theblueberryhill.com/,,,,,,,,cannot find,https://instagram.com/theblueberryhill,https://www.facebook.com/TheBlueberryHill/,cannot find,,,,,,,,,,Beanies for babies.,,
the bonnie mob,,Yes,Yes,"The Bonnie mob, Head office, 16 Kingsthorpe Road, 1st Floor, Hove, East Sussex, BN3 5HR, UK. ",www. thebonniemob.com,,2005,"Ethically made, organic, colourful UK baby & kidswear brand by Tracey Samuel.",Yes,No,Newborn,7 Year,https://twitter.com/thebonniemob,https://www.instagram.com/bonniemob/,https://www.facebook.com/TheBonniemob,https://www.pinterest.co.uk/thebonniemob/pins/,$$,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Good reviews, nice selection, slightly pricey",,Email: customercare@thebonniemob.com / Phone: +44 (0) 1273 227779
The Brand,,Yes,Yes,"the BRANDstrom co AB, Stockholm, Sweden",http://www.thebrand.se/?page=6,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,Do not sell on their own website. They sell on other stores. List by country.,,http://www.thebrand.se/?page=4
The Dutch Design ,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
The Fableists,,Yes,Yes,,http://thefableists.com/,,,"Play Hard, Live Forever",Yes,No,3 Year,12 Year,https://www.twitter.com/thefableists,cannot find,https://www.facebook.com/thefableists,cannot find,$,Yes,No,Yes,Yes,No,No,No,Yes,,,info@thefableists.com
The Faraway Gang,,Yes,Yes,,https://thefarawaygang.com/,,,"British made unisex knitwear brand for children. We love colour, pattern and playtime!",,,,,https://twitter.com/thefarawaygang,https://instagram.com/thefarawaygang,https://facebook.com/thefarawaygang,https://pinterest.com/thefarawaygang,,,,,,,,,,Website not functional,,
The Fruity</div>,,Yes,Yes,,https://www.tuttifrutticlothing.com/,,,Award Winning Ethical and Sustainable Children's Clothing | Made in Britain,Yes,No,Newborn,8 Year,https://tuttifrutticlothing.com,https://www.instagram.com/tuttifrutticlothing/,https://tuttifrutticlothing.com,https://www.pinterest.co.uk/tuttifrutti_/,$,No,Yes,No,No,No,No,No,Yes,,,ali@tuttifrutticlothing.com
The Giving Child</div>,,Yes,Yes,,http://www.thegivingchild.com/,,,Beautiful babywear that does beautiful things. Luxury meets goodness.,No,No,Newborn,2 Year,https://twitter.com/TheGivingChild,http://instagram.com/thegivingchild,https://www.facebook.com/TheGivingChild,http://pinterest.com/TheGivingChild,$,No,No,No,No,No,Yes,No,Yes,,, elizabeth@thegivingchild.com
The Great British Baby Company,,Yes,Yes,,https://www.greatbritishbabycompany.com/,,,Redefining luxury British childrenswear.,Yes,No,1 Year,8 Year,https://twitter.com/britishbabyco,https://instagram.com/britishbabyco,https://facebook.com/britishbabyco,https://uk.pinterest.com/thebritishbaby/,$$$$$,Yes,No,No,No,No,No,No,Yes,Extremely expensive,,
The Lines in Between</div>,,,,,https://www.betweenthelinesclothing.com.au/,,,,,,,,https://twitter.com/Btw_the_lines_,https://www.instagram.com/between_the_lines_c/,https://www.facebook.com/btlclothingmelb,https://au.pinterest.com/betweenthel0069/,,,,,,,,,,LGBT focus store. One legging for kids. Everything else is for adults.,,
The Little CLothing Co,,Yes,Yes,,https://www.thelittleclothingco.com/,,,"Ethical, eco-friendly kid's clothing that give back ",,No,Newborn,6 Year,cannot find,https://instagram.com/littleclothingco,https://www.facebook.com/littleclothingco,cannot find,$,Yes,No,No,No,Yes,Yes,No,Yes,Many items on sale,,
The Little Shoemaker,Yes,,,,http://thelittleshoemaker.com/,,,,,,,,cannot find,http://instagram.com/,cannot find,cannot find,,,,,,,,,,Footwear,,
The Little Tailor (UK),,Yes,Yes,,https://thelittletailor.com/,,,Stylish Comfy Baby Clothing and Gifts,,No,Newborn,5 Year,cannot find,https://www.instagram.com/thelittletailor/,https://www.facebook.com/thelittletailor/,https://www.pinterest.co.uk/littletailorltd/?eq=little%20tailor&etslf=7703,$,No,No,No,No,Yes,Yes,No,Yes,,jane@thelittletailor.com ,
The Mini Classy,,Yes,Yes,,https://www.theminiclassy.com/,,,High end streetwear for the kiddos,Maybe,Yes,Newborn,12 Year,https://twitter.com/theMINIclassy,https://www.instagram.com/theminiclassy/,https://www.facebook.com/theMINIclassy,http://www.pinterest.com/MINIclassy/,$$,No,Yes,Yes,Yes,No,No,No,Yes,Focus on cool streetwear.,,
the organic project,,Yes,Yes,,www. theorganicproject.com,,,,Yes,No,2 Year,7 Year,#N/A,#N/A,#N/A,#N/A,$$$$,Yes,No,Yes,No,Yes,No,No,Yes,,,
The Plush Shop</div>,Yes,,,,http://theplushshop.com/,,,,,,,,cannot find,cannot find,https://www.facebook.com/pages/The-Plush-Shop/424191107616685,cannot find,,,,,,,,,,Footwear.,,
The Rose Garden</div>,Yes,,,,http://rosegardenboutique.com/,,,,,,,,https://twitter.com/rosegardenbtq,cannot find,https://www.facebook.com/Rose-Garden-Boutique-wwwrosegardenboutiquecom-162139152261/,cannot find,,,,,,,,,,They make bathrobes.,,
The Showroom</div>,,No,Yes,,http://www.clothingshowroom.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,Women only clothing. Have to login to see prices.,,
The Small Gatsby,Yes,Yes,Yes,,thesmallgatsby.com,,2012,Pure luxury designer clothing for children,No,No,Newborn,Adult,#N/A,#N/A,#N/A,#N/A,$$$$$,No,No,No,No,No,No,No,Yes,Super expensive and mostly dresses and formal wear,,
The Spunky Stork,,Yes,Yes,"SPUNKY STORK, PO Box 690254, Orlando, Florida 32819, U.S.A.",https://spunkystork.com/,,,"Cheerful & Modern Organic Cotton Baby Essentials (Since 2009) As seen on BuzzFeed, TODAY, Parents & babble.",Yes,Yes,Newborn,2 Year,https://twitter.com/spunkystork,https://www.instagram.com/spunkystork/,https://www.facebook.com/spunkystork,https://www.pinterest.com/spunkystork/,$,No,Yes,Yes,No,No,Yes,No,Yes,They have matching clothing for parents and babies which is fun and humorous. Mostly babywear.,,spunkystork@gmail.com
